original_id	ensembl_gene_id	gene_biotype	external_gene_name
ENSG00000215835	ENSG00000215835	processed_pseudogene	
ENSG00000215840	ENSG00000215840	processed_pseudogene	
ENSG00000215845	ENSG00000215845	protein_coding	TSTD1
ENSG00000215878	ENSG00000215878	processed_pseudogene	MARCKSL1P2
ENSG00000215883	ENSG00000215883	protein_coding	CYB5RL
ENSG00000215895	ENSG00000215895	processed_pseudogene	HSPA5P1
ENSG00000215908	ENSG00000215908	transcribed_unprocessed_pseudogene	CROCCP2
ENSG00000216368	ENSG00000216368	processed_pseudogene	RPL7AP36
ENSG00000216480	ENSG00000216480	processed_pseudogene	
ENSG00000216490	ENSG00000216490	protein_coding	IFI30
ENSG00000216657	ENSG00000216657	processed_pseudogene	GLRX3P2
ENSG00000216676	ENSG00000216676	processed_pseudogene	RPL8P1
ENSG00000216775	ENSG00000216775	transcribed_unprocessed_pseudogene	
ENSG00000216813	ENSG00000216813	processed_pseudogene	
ENSG00000216866	ENSG00000216866	processed_pseudogene	RPS2P55
ENSG00000216895	ENSG00000216895	lncRNA	RBM33-DT
ENSG00000216937	ENSG00000216937	protein_coding	CCDC7
ENSG00000216938	ENSG00000216938	processed_pseudogene	RPL7P58
ENSG00000217027	ENSG00000217027	processed_pseudogene	TPT1P4
ENSG00000217094	ENSG00000217094	processed_pseudogene	PPIAP31
ENSG00000217128	ENSG00000217128	protein_coding	FNIP1
ENSG00000217130	ENSG00000217130	processed_pseudogene	
ENSG00000217239	ENSG00000217239	processed_pseudogene	
ENSG00000217241	ENSG00000217241	processed_pseudogene	CBX3P9
ENSG00000217275	ENSG00000217275	processed_pseudogene	
ENSG00000217325	ENSG00000217325	transcribed_processed_pseudogene	PRELID1P1
ENSG00000217334	ENSG00000217334	processed_pseudogene	
ENSG00000217442	ENSG00000217442	protein_coding	SYCE3
ENSG00000217482	ENSG00000217482	processed_pseudogene	HMGB1P17
ENSG00000217555	ENSG00000217555	protein_coding	CKLF
ENSG00000217624	ENSG00000217624	processed_pseudogene	YWHAZP10
ENSG00000217648	ENSG00000217648	processed_pseudogene	
ENSG00000217716	ENSG00000217716	processed_pseudogene	RPS10P3
ENSG00000217801	ENSG00000217801	transcribed_unprocessed_pseudogene	
ENSG00000217930	ENSG00000217930	protein_coding	PAM16
ENSG00000218069	ENSG00000218069	processed_pseudogene	RSL24D1P1
ENSG00000218175	ENSG00000218175	processed_pseudogene	
ENSG00000218208	ENSG00000218208	processed_pseudogene	RPS27AP11
ENSG00000218226	ENSG00000218226	processed_pseudogene	TATDN2P2
ENSG00000218227	ENSG00000218227	transcribed_processed_pseudogene	
ENSG00000218265	ENSG00000218265	processed_pseudogene	RPS4XP7
ENSG00000218283	ENSG00000218283	processed_pseudogene	MORF4L1P1
ENSG00000218426	ENSG00000218426	processed_pseudogene	
ENSG00000218502	ENSG00000218502	processed_pseudogene	H2AZP3
ENSG00000218510	ENSG00000218510	lncRNA	LINC00339
ENSG00000218739	ENSG00000218739	protein_coding	CEBPZOS
ENSG00000218748	ENSG00000218748	processed_pseudogene	DBIP1
ENSG00000218891	ENSG00000218891	protein_coding	ZNF579
ENSG00000218980	ENSG00000218980	processed_pseudogene	FTH1P15
ENSG00000219023	ENSG00000219023	processed_pseudogene	
ENSG00000219085	ENSG00000219085	processed_pseudogene	NPM1P37
ENSG00000219133	ENSG00000219133	processed_pseudogene	
ENSG00000219146	ENSG00000219146	processed_pseudogene	RPS4XP8
ENSG00000219149	ENSG00000219149	processed_pseudogene	PPIAP87
ENSG00000219163	ENSG00000219163	processed_pseudogene	HMGB1P20
ENSG00000219200	ENSG00000219200	protein_coding	RNASEK
ENSG00000219201	ENSG00000219201	processed_pseudogene	
ENSG00000219222	ENSG00000219222	processed_pseudogene	RPL12P47
ENSG00000219274	ENSG00000219274	processed_pseudogene	RPS20P2
ENSG00000219391	ENSG00000219391	processed_pseudogene	
ENSG00000219395	ENSG00000219395	processed_pseudogene	HSPA8P15
ENSG00000219433	ENSG00000219433	processed_pseudogene	BTBD10P2
ENSG00000219451	ENSG00000219451	processed_pseudogene	RPL23P8
ENSG00000219470	ENSG00000219470	processed_pseudogene	
ENSG00000219481	ENSG00000219481	protein_coding	NBPF1
ENSG00000219507	ENSG00000219507	processed_pseudogene	FTH1P8
ENSG00000219529	ENSG00000219529	processed_pseudogene	
ENSG00000219545	ENSG00000219545	protein_coding	UMAD1
ENSG00000219553	ENSG00000219553	processed_pseudogene	
ENSG00000219626	ENSG00000219626	protein_coding	FAM228B
ENSG00000219665	ENSG00000219665	lncRNA	ZNF433-AS1
ENSG00000219747	ENSG00000219747	processed_pseudogene	RPL32P16
ENSG00000219755	ENSG00000219755	processed_pseudogene	
ENSG00000219891	ENSG00000219891	transcribed_unprocessed_pseudogene	ZSCAN12P1
ENSG00000219928	ENSG00000219928	processed_pseudogene	
ENSG00000219986	ENSG00000219986	processed_pseudogene	BTF3P7
ENSG00000220130	ENSG00000220130	processed_pseudogene	
ENSG00000220131	ENSG00000220131	processed_pseudogene	
ENSG00000220201	ENSG00000220201	protein_coding	ZGLP1
ENSG00000220205	ENSG00000220205	protein_coding	VAMP2
ENSG00000220370	ENSG00000220370	processed_pseudogene	
ENSG00000220472	ENSG00000220472	processed_pseudogene	
ENSG00000220614	ENSG00000220614	processed_pseudogene	
ENSG00000220660	ENSG00000220660	transcribed_processed_pseudogene	
ENSG00000220749	ENSG00000220749	processed_pseudogene	RPL21P28
ENSG00000220771	ENSG00000220771	processed_pseudogene	BOLA2P3
ENSG00000220785	ENSG00000220785	transcribed_unprocessed_pseudogene	MTMR9LP
ENSG00000220793	ENSG00000220793	processed_pseudogene	RPL21P119
ENSG00000220804	ENSG00000220804	transcribed_unprocessed_pseudogene	LINC01881
ENSG00000220842	ENSG00000220842	processed_pseudogene	RPL21P16
ENSG00000220848	ENSG00000220848	transcribed_processed_pseudogene	RPS18P9
ENSG00000220875	ENSG00000220875	processed_pseudogene	H3C9P
ENSG00000221164	ENSG00000221164	snoRNA	SNORA11F
ENSG00000221500	ENSG00000221500	snoRNA	SNORD100
ENSG00000221539	ENSG00000221539	snoRNA	SNORD99
ENSG00000221817	ENSG00000221817	lncRNA	PPP3CB-AS1
ENSG00000221821	ENSG00000221821	protein_coding	C6orf226
ENSG00000221823	ENSG00000221823	protein_coding	PPP3R1
ENSG00000221829	ENSG00000221829	protein_coding	FANCG
ENSG00000221838	ENSG00000221838	protein_coding	AP4M1
ENSG00000221869	ENSG00000221869	protein_coding	CEBPD
ENSG00000221883	ENSG00000221883	lncRNA	ARIH2OS
ENSG00000221886	ENSG00000221886	protein_coding	ZBED8
ENSG00000221890	ENSG00000221890	protein_coding	NPTXR
ENSG00000221909	ENSG00000221909	protein_coding	FAM200A
ENSG00000221914	ENSG00000221914	protein_coding	PPP2R2A
ENSG00000221916	ENSG00000221916	protein_coding	C19orf73
ENSG00000221926	ENSG00000221926	protein_coding	TRIM16
ENSG00000221944	ENSG00000221944	protein_coding	TIGD1
ENSG00000221947	ENSG00000221947	protein_coding	XKR9
ENSG00000221949	ENSG00000221949	lncRNA	LINC01465
ENSG00000221953	ENSG00000221953	lncRNA	LINC02897
ENSG00000221963	ENSG00000221963	protein_coding	APOL6
ENSG00000221968	ENSG00000221968	protein_coding	FADS3
ENSG00000221978	ENSG00000221978	protein_coding	CCNL2
ENSG00000221983	ENSG00000221983	protein_coding	UBA52
ENSG00000221988	ENSG00000221988	protein_coding	PPT2
ENSG00000221990	ENSG00000221990	lncRNA	EXOC3-AS1
ENSG00000221994	ENSG00000221994	protein_coding	ZNF630
ENSG00000222005	ENSG00000222005	lncRNA	LINC01118
ENSG00000222011	ENSG00000222011	protein_coding	FAM185A
ENSG00000222020	ENSG00000222020	lncRNA	HDAC4-AS1
ENSG00000222041	ENSG00000222041	lncRNA	CYTOR
ENSG00000222724	ENSG00000222724	snRNA	RNU2-63P
ENSG00000223044	ENSG00000223044	snRNA	RNU6-130P
ENSG00000223284	ENSG00000223284	snRNA	RNU6-195P
ENSG00000223396	ENSG00000223396	transcribed_processed_pseudogene	RPS10P7
ENSG00000223467	ENSG00000223467	processed_pseudogene	CALM1P1
ENSG00000223478	ENSG00000223478	lncRNA	ZDHHC12-DT
ENSG00000223482	ENSG00000223482	lncRNA	NUTM2A-AS1
ENSG00000223496	ENSG00000223496	protein_coding	EXOSC6
ENSG00000223501	ENSG00000223501	protein_coding	VPS52
ENSG00000223505	ENSG00000223505	processed_pseudogene	RPL35AP5
ENSG00000223509	ENSG00000223509	transcribed_processed_pseudogene	WHAMMP1
ENSG00000223518	ENSG00000223518	transcribed_processed_pseudogene	CSNK1A1P1
ENSG00000223540	ENSG00000223540	processed_pseudogene	RPS15AP5
ENSG00000223546	ENSG00000223546	lncRNA	LINC00630
ENSG00000223551	ENSG00000223551	processed_pseudogene	TMSB4XP4
ENSG00000223572	ENSG00000223572	protein_coding	CKMT1A
ENSG00000223573	ENSG00000223573	protein_coding	TINCR
ENSG00000223575	ENSG00000223575	processed_pseudogene	RBMX2P3
ENSG00000223583	ENSG00000223583	processed_pseudogene	
ENSG00000223685	ENSG00000223685	lncRNA	LINC00571
ENSG00000223705	ENSG00000223705	transcribed_unprocessed_pseudogene	NSUN5P1
ENSG00000223745	ENSG00000223745	lncRNA	CCDC18-AS1
ENSG00000223764	ENSG00000223764	lncRNA	LINC02593
ENSG00000223768	ENSG00000223768	lncRNA	LINC00205
ENSG00000223797	ENSG00000223797	lncRNA	ENTPD3-AS1
ENSG00000223803	ENSG00000223803	processed_pseudogene	RPS20P14
ENSG00000223820	ENSG00000223820	transcribed_unprocessed_pseudogene	CFL1P1
ENSG00000223822	ENSG00000223822	processed_pseudogene	EEF1A1P1
ENSG00000223861	ENSG00000223861	processed_pseudogene	
ENSG00000223891	ENSG00000223891	lncRNA	OSER1-DT
ENSG00000223916	ENSG00000223916	processed_pseudogene	
ENSG00000223959	ENSG00000223959	transcribed_unitary_pseudogene	AFG3L1P
ENSG00000223960	ENSG00000223960	lncRNA	CHROMR
ENSG00000223968	ENSG00000223968	processed_pseudogene	
ENSG00000223984	ENSG00000223984	processed_pseudogene	HNRNPRP1
ENSG00000224003	ENSG00000224003	processed_pseudogene	YES1P1
ENSG00000224004	ENSG00000224004	processed_pseudogene	ATP5F1CP1
ENSG00000224011	ENSG00000224011	processed_pseudogene	
ENSG00000224023	ENSG00000224023	lncRNA	EDRF1-DT
ENSG00000224032	ENSG00000224032	lncRNA	EPB41L4A-AS1
ENSG00000224043	ENSG00000224043	lncRNA	CCNT2-AS1
ENSG00000224046	ENSG00000224046	lncRNA	DMTF1-AS1
ENSG00000224051	ENSG00000224051	protein_coding	CPTP
ENSG00000224058	ENSG00000224058	processed_pseudogene	
ENSG00000224086	ENSG00000224086	lncRNA	PPM1F-AS1
ENSG00000224094	ENSG00000224094	processed_pseudogene	RPS24P8
ENSG00000224114	ENSG00000224114	processed_pseudogene	
ENSG00000224117	ENSG00000224117	processed_pseudogene	PTPN2P2
ENSG00000224165	ENSG00000224165	lncRNA	DNAJC27-AS1
ENSG00000224186	ENSG00000224186	lncRNA	PITX1-AS1
ENSG00000224208	ENSG00000224208	processed_pseudogene	ZCRB1P1
ENSG00000224259	ENSG00000224259	lncRNA	LINC01133
ENSG00000224281	ENSG00000224281	lncRNA	SLC25A5-AS1
ENSG00000224324	ENSG00000224324	processed_pseudogene	THAP5P1
ENSG00000224411	ENSG00000224411	processed_pseudogene	HSP90AA2P
ENSG00000224415	ENSG00000224415	processed_pseudogene	
ENSG00000224424	ENSG00000224424	lncRNA	PRKAR2A-AS1
ENSG00000224469	ENSG00000224469	processed_pseudogene	
ENSG00000224470	ENSG00000224470	protein_coding	ATXN1L
ENSG00000224531	ENSG00000224531	protein_coding	SMIM13
ENSG00000224536	ENSG00000224536	lncRNA	CSRP1-AS1
ENSG00000224543	ENSG00000224543	processed_pseudogene	SNRPGP15
ENSG00000224546	ENSG00000224546	processed_pseudogene	EIF4BP3
ENSG00000224550	ENSG00000224550	processed_pseudogene	NDUFA4P1
ENSG00000224553	ENSG00000224553	processed_pseudogene	RPS26P20
ENSG00000224578	ENSG00000224578	protein_coding	HNRNPA1L3
ENSG00000224597	ENSG00000224597	transcribed_unprocessed_pseudogene	SVIL-AS1
ENSG00000224598	ENSG00000224598	processed_pseudogene	RPS5P2
ENSG00000224600	ENSG00000224600	processed_pseudogene	
ENSG00000224631	ENSG00000224631	transcribed_processed_pseudogene	RPS27AP16
ENSG00000224652	ENSG00000224652	lncRNA	LINC00885
ENSG00000224660	ENSG00000224660	lncRNA	SH3BP5-AS1
ENSG00000224687	ENSG00000224687	lncRNA	RASAL2-AS1
ENSG00000224699	ENSG00000224699	lncRNA	LAMTOR5-AS1
ENSG00000224738	ENSG00000224738	lncRNA	
ENSG00000224746	ENSG00000224746	lncRNA	
ENSG00000224781	ENSG00000224781	processed_pseudogene	EIF4A2P4
ENSG00000224790	ENSG00000224790	lncRNA	HLCS-AS1
ENSG00000224820	ENSG00000224820	processed_pseudogene	BTF3P4
ENSG00000224837	ENSG00000224837	processed_pseudogene	GCSHP5
ENSG00000224839	ENSG00000224839	processed_pseudogene	RPL12P17
ENSG00000224843	ENSG00000224843	lncRNA	LINC00240
ENSG00000224856	ENSG00000224856	processed_pseudogene	RPL35AP36
ENSG00000224861	ENSG00000224861	processed_pseudogene	YBX1P1
ENSG00000224870	ENSG00000224870	lncRNA	MRPL20-AS1
ENSG00000224877	ENSG00000224877	protein_coding	NDUFAF8
ENSG00000224892	ENSG00000224892	transcribed_processed_pseudogene	RPS4XP16
ENSG00000224897	ENSG00000224897	lncRNA	POT1-AS1
ENSG00000224905	ENSG00000224905	lncRNA	
ENSG00000224914	ENSG00000224914	lncRNA	LINC00863
ENSG00000224975	ENSG00000224975	lncRNA	INE1
ENSG00000225022	ENSG00000225022	processed_pseudogene	UBE2D3P1
ENSG00000225031	ENSG00000225031	processed_pseudogene	EIF4BP7
ENSG00000225032	ENSG00000225032	lncRNA	
ENSG00000225051	ENSG00000225051	transcribed_processed_pseudogene	HMGB3P22
ENSG00000225067	ENSG00000225067	processed_pseudogene	RPL23AP2
ENSG00000225075	ENSG00000225075	lncRNA	
ENSG00000225077	ENSG00000225077	lncRNA	ICMT-DT
ENSG00000225092	ENSG00000225092	lncRNA	
ENSG00000225093	ENSG00000225093	processed_pseudogene	RPL3P7
ENSG00000225131	ENSG00000225131	processed_pseudogene	PSME2P2
ENSG00000225137	ENSG00000225137	processed_pseudogene	DYNC1I2P1
ENSG00000225138	ENSG00000225138	lncRNA	SLC9A3-AS1
ENSG00000225142	ENSG00000225142	processed_pseudogene	
ENSG00000225159	ENSG00000225159	processed_pseudogene	NPM1P39
ENSG00000225173	ENSG00000225173	lncRNA	
ENSG00000225177	ENSG00000225177	lncRNA	NHSL1-AS1
ENSG00000225190	ENSG00000225190	protein_coding	PLEKHM1
ENSG00000225193	ENSG00000225193	transcribed_processed_pseudogene	RPS12P26
ENSG00000225200	ENSG00000225200	processed_pseudogene	
ENSG00000225205	ENSG00000225205	lncRNA	PDK1-AS1
ENSG00000225210	ENSG00000225210	transcribed_processed_pseudogene	DUXAP9
ENSG00000225218	ENSG00000225218	lncRNA	
ENSG00000225224	ENSG00000225224	processed_pseudogene	RPS27AP12
ENSG00000225251	ENSG00000225251	processed_pseudogene	RPL5P25
ENSG00000225259	ENSG00000225259	processed_pseudogene	ST13P6
ENSG00000225265	ENSG00000225265	lncRNA	TAF1A-AS1
ENSG00000225267	ENSG00000225267	processed_pseudogene	RPL8P2
ENSG00000225313	ENSG00000225313	lncRNA	
ENSG00000225335	ENSG00000225335	lncRNA	
ENSG00000225338	ENSG00000225338	processed_pseudogene	RPL23AP18
ENSG00000225339	ENSG00000225339	lncRNA	
ENSG00000225355	ENSG00000225355	processed_pseudogene	ARL6IP1P2
ENSG00000225356	ENSG00000225356	processed_pseudogene	
ENSG00000225357	ENSG00000225357	processed_pseudogene	RPF2P1
ENSG00000225361	ENSG00000225361	lncRNA	PPP1R26-AS1
ENSG00000225377	ENSG00000225377	lncRNA	NRSN2-AS1
ENSG00000225400	ENSG00000225400	processed_pseudogene	RAB28P5
ENSG00000225405	ENSG00000225405	processed_pseudogene	RPS15AP17
ENSG00000225416	ENSG00000225416	processed_pseudogene	
ENSG00000225439	ENSG00000225439	lncRNA	BOLA3-DT
ENSG00000225442	ENSG00000225442	lncRNA	MPRIP-AS1
ENSG00000225447	ENSG00000225447	processed_pseudogene	RPS15AP10
ENSG00000225462	ENSG00000225462	processed_pseudogene	FDPSP1
ENSG00000225470	ENSG00000225470	lncRNA	JPX
ENSG00000225475	ENSG00000225475	processed_pseudogene	
ENSG00000225484	ENSG00000225484	lncRNA	NUTM2B-AS1
ENSG00000225487	ENSG00000225487	processed_pseudogene	RPL35AP7
ENSG00000225496	ENSG00000225496	processed_pseudogene	RTRAFP1
ENSG00000225518	ENSG00000225518	lncRNA	LINC01703
ENSG00000225526	ENSG00000225526	protein_coding	MKRN2OS
ENSG00000225528	ENSG00000225528	protein_coding	
ENSG00000225531	ENSG00000225531	processed_pseudogene	
ENSG00000225536	ENSG00000225536	processed_pseudogene	STIP1P3
ENSG00000225573	ENSG00000225573	processed_pseudogene	RPL35P5
ENSG00000225580	ENSG00000225580	processed_pseudogene	PA2G4P5
ENSG00000225591	ENSG00000225591	processed_pseudogene	
ENSG00000225616	ENSG00000225616	processed_pseudogene	
ENSG00000225630	ENSG00000225630	unprocessed_pseudogene	MTND2P28
ENSG00000225648	ENSG00000225648	transcribed_unprocessed_pseudogene	SBDSP1
ENSG00000225650	ENSG00000225650	processed_pseudogene	EIF2S2P5
ENSG00000225663	ENSG00000225663	protein_coding	MCRIP1
ENSG00000225674	ENSG00000225674	processed_pseudogene	IPO7P2
ENSG00000225693	ENSG00000225693	processed_pseudogene	LAGE3P1
ENSG00000225697	ENSG00000225697	protein_coding	SLC26A6
ENSG00000225733	ENSG00000225733	lncRNA	FGD5-AS1
ENSG00000225739	ENSG00000225739	processed_pseudogene	NPM1P18
ENSG00000225770	ENSG00000225770	processed_pseudogene	RPS29P3
ENSG00000225791	ENSG00000225791	lncRNA	TRAM2-AS1
ENSG00000225793	ENSG00000225793	lncRNA	TMEM30A-DT
ENSG00000225828	ENSG00000225828	protein_coding	FAM229A
ENSG00000225830	ENSG00000225830	protein_coding	ERCC6
ENSG00000225855	ENSG00000225855	lncRNA	RUSC1-AS1
ENSG00000225880	ENSG00000225880	lncRNA	LINC00115
ENSG00000225912	ENSG00000225912	processed_pseudogene	RPL26P36
ENSG00000225918	ENSG00000225918	processed_pseudogene	RPL7P59
ENSG00000225921	ENSG00000225921	protein_coding	NOL7
ENSG00000225947	ENSG00000225947	processed_pseudogene	
ENSG00000225969	ENSG00000225969	transcribed_unitary_pseudogene	ABHD11-AS1
ENSG00000225972	ENSG00000225972	unprocessed_pseudogene	MTND1P23
ENSG00000225973	ENSG00000225973	protein_coding	PIGBOS1
ENSG00000225975	ENSG00000225975	lncRNA	ZNF567-DT
ENSG00000226015	ENSG00000226015	processed_pseudogene	CCT8P1
ENSG00000226029	ENSG00000226029	lncRNA	LINC01772
ENSG00000226040	ENSG00000226040	processed_pseudogene	
ENSG00000226049	ENSG00000226049	processed_pseudogene	TLK2P1
ENSG00000226054	ENSG00000226054	processed_pseudogene	MEMO1P1
ENSG00000226055	ENSG00000226055	processed_pseudogene	PAICSP1
ENSG00000226080	ENSG00000226080	processed_pseudogene	RPL6P4
ENSG00000226084	ENSG00000226084	processed_pseudogene	
ENSG00000226085	ENSG00000226085	processed_pseudogene	UQCRFS1P1
ENSG00000226124	ENSG00000226124	protein_coding	FTCDNL1
ENSG00000226137	ENSG00000226137	lncRNA	BAIAP2-DT
ENSG00000226180	ENSG00000226180	lncRNA	
ENSG00000226200	ENSG00000226200	lncRNA	SGMS1-AS1
ENSG00000226210	ENSG00000226210	unprocessed_pseudogene	WASH8P
ENSG00000226221	ENSG00000226221	processed_pseudogene	RPL26P19
ENSG00000226243	ENSG00000226243	processed_pseudogene	RPL37AP1
ENSG00000226259	ENSG00000226259	transcribed_unprocessed_pseudogene	GTF2H2B
ENSG00000226266	ENSG00000226266	lncRNA	
ENSG00000226279	ENSG00000226279	processed_pseudogene	RPL12P10
ENSG00000226287	ENSG00000226287	transcribed_unprocessed_pseudogene	TMEM191A
ENSG00000226312	ENSG00000226312	lncRNA	CFLAR-AS1
ENSG00000226318	ENSG00000226318	processed_pseudogene	RPS3AP38
ENSG00000226328	ENSG00000226328	lncRNA	NUP50-DT
ENSG00000226332	ENSG00000226332	lncRNA	
ENSG00000226360	ENSG00000226360	processed_pseudogene	RPL10AP6
ENSG00000226361	ENSG00000226361	processed_pseudogene	TERF1P5
ENSG00000226377	ENSG00000226377	lncRNA	MYO1D-DT
ENSG00000226396	ENSG00000226396	processed_pseudogene	
ENSG00000226407	ENSG00000226407	processed_pseudogene	RPL23P11
ENSG00000226415	ENSG00000226415	processed_pseudogene	TPI1P1
ENSG00000226419	ENSG00000226419	lncRNA	SLC16A1-AS1
ENSG00000226427	ENSG00000226427	processed_pseudogene	HMGN2P7
ENSG00000226439	ENSG00000226439	processed_pseudogene	
ENSG00000226445	ENSG00000226445	lncRNA	THBS2-AS1
ENSG00000226457	ENSG00000226457	processed_pseudogene	RPL22P3
ENSG00000226471	ENSG00000226471	lncRNA	
ENSG00000226472	ENSG00000226472	transcribed_unprocessed_pseudogene	
ENSG00000226478	ENSG00000226478	processed_pseudogene	UPF3AP1
ENSG00000226479	ENSG00000226479	protein_coding	TMEM185B
ENSG00000226493	ENSG00000226493	processed_pseudogene	RPL26P27
ENSG00000226525	ENSG00000226525	processed_pseudogene	RPS7P10
ENSG00000226532	ENSG00000226532	processed_pseudogene	
ENSG00000226558	ENSG00000226558	processed_pseudogene	
ENSG00000226564	ENSG00000226564	processed_pseudogene	FTH1P20
ENSG00000226608	ENSG00000226608	processed_pseudogene	FTLP3
ENSG00000226632	ENSG00000226632	processed_pseudogene	UBE2V1P1
ENSG00000226650	ENSG00000226650	protein_coding	KIF4B
ENSG00000226666	ENSG00000226666	processed_pseudogene	HSPA9P1
ENSG00000226677	ENSG00000226677	processed_pseudogene	IGBP1P1
ENSG00000226688	ENSG00000226688	lncRNA	ENTPD1-AS1
ENSG00000226696	ENSG00000226696	lncRNA	LENG8-AS1
ENSG00000226701	ENSG00000226701	processed_pseudogene	RPL15P14
ENSG00000226729	ENSG00000226729	processed_pseudogene	RPL35AP30
ENSG00000226742	ENSG00000226742	protein_coding	HSBP1L1
ENSG00000226752	ENSG00000226752	transcribed_unitary_pseudogene	CUTALP
ENSG00000226774	ENSG00000226774	processed_pseudogene	HIKESHIP1
ENSG00000226781	ENSG00000226781	processed_pseudogene	TBCAP1
ENSG00000226783	ENSG00000226783	processed_pseudogene	TLK1P1
ENSG00000226803	ENSG00000226803	lncRNA	ZNF451-AS1
ENSG00000226833	ENSG00000226833	lncRNA	PPP1CB-DT
ENSG00000226853	ENSG00000226853	lncRNA	GPR155-DT
ENSG00000226856	ENSG00000226856	lncRNA	THORLNC
ENSG00000226864	ENSG00000226864	transcribed_unitary_pseudogene	ATE1-AS1
ENSG00000226881	ENSG00000226881	processed_pseudogene	H3P44
ENSG00000226887	ENSG00000226887	protein_coding	ERVMER34-1
ENSG00000226915	ENSG00000226915	processed_pseudogene	RPL19P4
ENSG00000226945	ENSG00000226945	processed_pseudogene	
ENSG00000226948	ENSG00000226948	transcribed_processed_pseudogene	RPS4XP2
ENSG00000226950	ENSG00000226950	lncRNA	DANCR
ENSG00000226972	ENSG00000226972	processed_pseudogene	RPL12P19
ENSG00000226976	ENSG00000226976	processed_pseudogene	COX6A1P2
ENSG00000226982	ENSG00000226982	processed_pseudogene	CENPCP1
ENSG00000226986	ENSG00000226986	processed_pseudogene	PRELID1P5
ENSG00000227008	ENSG00000227008	processed_pseudogene	RPS24P19
ENSG00000227014	ENSG00000227014	lncRNA	FKBP14-AS1
ENSG00000227034	ENSG00000227034	processed_pseudogene	
ENSG00000227036	ENSG00000227036	lncRNA	LINC00511
ENSG00000227057	ENSG00000227057	protein_coding	WDR46
ENSG00000227063	ENSG00000227063	processed_pseudogene	RPL41P1
ENSG00000227077	ENSG00000227077	processed_pseudogene	
ENSG00000227081	ENSG00000227081	processed_pseudogene	
ENSG00000227087	ENSG00000227087	processed_pseudogene	RBMX2P5
ENSG00000227097	ENSG00000227097	processed_pseudogene	RPS28P7
ENSG00000227105	ENSG00000227105	processed_pseudogene	PARP1P1
ENSG00000227203	ENSG00000227203	processed_pseudogene	SUB1P1
ENSG00000227218	ENSG00000227218	lncRNA	
ENSG00000227224	ENSG00000227224	processed_pseudogene	
ENSG00000227252	ENSG00000227252	lncRNA	COPS8-DT
ENSG00000227261	ENSG00000227261	processed_pseudogene	YWHAZP7
ENSG00000227268	ENSG00000227268	protein_coding	KLLN
ENSG00000227304	ENSG00000227304	transcribed_processed_pseudogene	
ENSG00000227337	ENSG00000227337	processed_pseudogene	RPL23AP43
ENSG00000227344	ENSG00000227344	processed_pseudogene	HAUS6P1
ENSG00000227345	ENSG00000227345	protein_coding	PARG
ENSG00000227347	ENSG00000227347	processed_pseudogene	HNRNPKP2
ENSG00000227354	ENSG00000227354	lncRNA	RBM26-AS1
ENSG00000227358	ENSG00000227358	processed_pseudogene	
ENSG00000227361	ENSG00000227361	processed_pseudogene	RPS24P7
ENSG00000227379	ENSG00000227379	processed_pseudogene	PPIAP2
ENSG00000227382	ENSG00000227382	processed_pseudogene	EIF4A2P2
ENSG00000227398	ENSG00000227398	lncRNA	KIF9-AS1
ENSG00000227399	ENSG00000227399	processed_pseudogene	
ENSG00000227437	ENSG00000227437	processed_pseudogene	RPS8P4
ENSG00000227440	ENSG00000227440	processed_pseudogene	ATP5MC1P4
ENSG00000227462	ENSG00000227462	processed_pseudogene	PSME2P6
ENSG00000227486	ENSG00000227486	lncRNA	
ENSG00000227500	ENSG00000227500	protein_coding	SCAMP4
ENSG00000227525	ENSG00000227525	processed_pseudogene	RPL7P6
ENSG00000227533	ENSG00000227533	lncRNA	SLC2A1-DT
ENSG00000227536	ENSG00000227536	processed_pseudogene	SOCS5P4
ENSG00000227540	ENSG00000227540	lncRNA	DNAJC9-AS1
ENSG00000227543	ENSG00000227543	lncRNA	SPAG5-AS1
ENSG00000227583	ENSG00000227583	processed_pseudogene	RPS3AP37
ENSG00000227590	ENSG00000227590	processed_pseudogene	ATP5MC1P5
ENSG00000227598	ENSG00000227598	lncRNA	
ENSG00000227615	ENSG00000227615	processed_pseudogene	
ENSG00000227671	ENSG00000227671	transcribed_unprocessed_pseudogene	ZNF731P
ENSG00000227741	ENSG00000227741	lncRNA	
ENSG00000227770	ENSG00000227770	processed_pseudogene	RPL7P12
ENSG00000227775	ENSG00000227775	transcribed_processed_pseudogene	
ENSG00000227782	ENSG00000227782	lncRNA	
ENSG00000227813	ENSG00000227813	processed_pseudogene	
ENSG00000227836	ENSG00000227836	processed_pseudogene	
ENSG00000227848	ENSG00000227848	lncRNA	SUCLA2-AS1
ENSG00000227852	ENSG00000227852	processed_pseudogene	RPS29P17
ENSG00000227855	ENSG00000227855	transcribed_unprocessed_pseudogene	DPY19L2P3
ENSG00000227890	ENSG00000227890	processed_pseudogene	PSMA2P3
ENSG00000227896	ENSG00000227896	lncRNA	WAPL-DT
ENSG00000227939	ENSG00000227939	processed_pseudogene	RPL3P2
ENSG00000227946	ENSG00000227946	lncRNA	INO80D-AS1
ENSG00000227963	ENSG00000227963	lncRNA	RBM15-AS1
ENSG00000227969	ENSG00000227969	processed_pseudogene	NPM1P22
ENSG00000227973	ENSG00000227973	processed_pseudogene	PIN4P1
